text,language,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation,isHate,original_language
उन्हें अपनी टीचर से डाँट पड़ी।,hin,0,0,0,0,0,0,0,0,0,hin
你是在跟我開玩笑吧？！,cmn,0,0,0,0,0,0,0,0,0,cmn
我太讨厌正规字体了！,cmn,0,0,0,0,0,0,0,0,0,cmn
恐怕就这点上，我和你持不同意见。,cmn,0,0,0,0,0,0,0,0,0,cmn
¿Podrías dejar de hablar?,spa,0,0,0,0,0,0,0,0,0,spa
You had better go to bed now.,eng,0,0,0,0,0,0,0,0,0,eng
那是因為妳是女生。,cmn,0,0,0,0,0,0,0,0,0,cmn
बच्चों को माँ-बाप की बात माननी चाहिए।,hin,0,0,0,0,0,0,0,0,0,hin
我爸爸已经戒烟戒酒了。,cmn,0,0,0,0,0,0,0,0,0,cmn
அவனுக்கு நெருக்கமாக நின்றாள்,tam,0,0,0,0,0,0,0,0,0,tam
मुझे यह वाला पसंद है।,hin,0,0,0,0,0,0,0,0,0,hin
I want an MP3 player!,eng,0,0,0,0,0,0,0,0,0,eng
"En una mañana lluviosa, salió de casa temprano para llegar a tiempo al colegio.",spa,0,0,0,0,0,0,0,0,0,spa
这真是很意外。,cmn,0,0,0,0,0,0,0,0,0,cmn
Esta semana hay tres exámenes parciales.,spa,0,0,0,0,0,0,0,0,0,spa
Él no quería separarse de su familia.,spa,0,0,0,0,0,0,0,0,0,spa
मैं उसे नहीं जानता।,hin,0,0,0,0,0,0,0,0,0,hin
उसके मरने के बाद अब दस साल गुज़र चुके हैं।,hin,1,0,0,0,0,0,0,0,1,hin
Humans were never meant to live forever.,eng,0,0,1,0,0,0,0,0,1,eng
"Lo siento, no puedo quedarme mucho tiempo.",spa,0,0,0,0,0,0,0,0,0,spa
वह एक बार फिर देर से आई।,hin,0,0,0,0,0,0,0,0,0,hin
Estaré aquí hasta las diez.,spa,1,0,0,0,0,0,0,0,1,spa
बेहतर होगा कि इस बात को अनदेखा किया जाए।,hin,0,0,0,0,0,0,0,0,0,hin
हेलेन घर आते ही बीमार पड़ गई।,hin,1,0,0,0,0,0,0,0,1,hin
தேவதைகளின் மொழி இசை .,tam,0,0,0,0,0,0,0,0,0,tam
Hubo diez accidentes en diez días.,spa,1,0,0,0,0,0,0,0,1,spa
音乐是人类共通的语言。,cmn,0,0,0,0,0,0,0,0,0,cmn
उसे बहुत अकेलापन महसूस हुआ।,hin,0,0,0,0,0,0,0,0,0,hin
那女孩的头发上绑了一根黄丝带。,cmn,0,0,0,0,0,0,0,0,0,cmn
No tengo nada mejor que hacer.,spa,0,0,0,0,0,0,0,0,0,spa
¡No voy a perder!,spa,0,0,0,0,0,0,0,0,0,spa
"¡No, no lo soy! ¡Lo eres tú!",spa,0,0,0,0,0,0,0,0,0,spa
这狗跑得多快啊！,cmn,0,0,0,0,0,0,0,0,0,cmn
वह हमारी उम्मीदों को पूरा नहीं कर पाया।,hin,1,0,0,0,0,0,0,0,1,hin
मैंने रातभर काम किया।,hin,0,0,0,0,0,0,0,0,0,hin
How many close friends do you have?,eng,0,0,1,0,0,0,0,0,1,eng
Wait in the waiting room.,eng,0,0,0,0,0,0,0,0,0,eng
Thanks for your explanation.,eng,0,0,0,0,0,0,0,0,0,eng
给我几个。,cmn,0,0,0,0,0,0,0,0,0,cmn
He spent the evening reading a book.,eng,0,0,0,0,0,0,0,0,0,eng
You look tired. You ought to rest for an hour or two.,eng,0,0,0,0,0,0,0,0,0,eng
Él vendrá a mi casa esta noche.,spa,0,0,0,0,0,0,0,0,0,spa
Es peligroso telefonear y conducir a la vez.,spa,0,0,0,0,0,0,0,0,0,spa
工作的时候你不许吸烟。,cmn,0,0,0,0,0,0,0,0,0,cmn
我认识那个坐得最靠近门的男孩。,cmn,0,0,0,0,0,0,0,0,0,cmn
除非我死了！,cmn,1,0,0,0,0,0,0,0,1,cmn
说和做是两码事。,cmn,0,0,0,0,0,0,0,0,0,cmn
¡Hoy es 18 de junio y es el cumpleaños de Muiriel!,spa,0,0,0,0,0,0,0,0,0,spa
La recesión es un periodo de disminución temporal de la actividad económica en medio de un período en cual actividad generalmente está aumentando.,spa,0,0,0,0,0,0,0,0,0,spa
她现在正待在她叔叔家。,cmn,0,0,0,0,0,0,0,0,0,cmn
मैं आपके लिए कुरसी लेआऊँ?,hin,0,0,0,0,0,0,0,0,0,hin
我有两个儿子，一个在东京，另一个在名古屋。,cmn,0,0,0,0,0,0,0,0,0,cmn
在这个城市，白人和黑人间的争端愈演愈烈。,cmn,0,0,0,1,0,0,0,0,1,cmn
"ஹி இன்ச்சி நா யா நானி ? நி யங்கு, யங்கு, யங்கு!(யாருடைய நிலம் இது ?இது என்னுடையது, என்னுடையது, என்னுடையது!) என்று ஆண் சிங்கம் கர்ச்சிப்பதாக ஆப்பிரிக்க மக்களிடையே பேச்சு உள்ளது.",tam,0,0,1,0,0,0,0,0,1,tam
他每天去学校学习。,cmn,0,0,0,0,0,0,0,0,0,cmn
No se levanta temprano.,spa,0,0,0,0,0,0,0,0,0,spa
¿Cómo puede el entretenimiento electrónico inspirarnos para crear mejores aplicaciones de aprendizaje electrónico?,spa,0,0,0,0,0,0,0,0,0,spa
The data suggest that the optimum length of a lecture may be 30 instead of 60 minutes.,eng,0,0,0,0,0,0,0,0,0,eng
Yo estaba en las montañas.,spa,0,0,0,0,0,0,0,0,0,spa
Ambos equipos compitieron fuertemente.,spa,0,0,0,0,0,0,0,0,0,spa
Hay muchas cosas que no sabes sobre mi personalidad.,spa,0,0,0,0,0,0,0,0,0,spa
他搭错了车。,cmn,0,0,0,0,0,0,0,0,0,cmn
"Come on! Talk to me, Trang.",eng,0,0,0,0,0,0,0,0,0,eng
Tengo intención de ir a Izu durante el fin de semana.,spa,0,0,0,0,0,0,0,0,0,spa
Esperamos mucho tiempo en el parque.,spa,0,0,0,0,0,0,0,0,0,spa
मेरे पिता अपने शौक पर बहुत समय खर्च करते हैं।,hin,0,0,0,0,0,0,0,0,0,hin
पौधे बारिश के बिना मर गए।,hin,1,0,0,0,0,0,0,0,1,hin
मेरा आज अंग्रेज़ी पढ़ने का मन नहीं है।,hin,0,0,0,0,0,0,0,0,0,hin
No conozco a ninguna de las dos hermanas.,spa,0,0,0,0,0,0,0,0,0,spa
You've done a perfect job.,eng,0,0,0,0,0,0,0,0,0,eng
Why can't we tickle ourselves?,eng,0,0,0,0,0,0,0,0,0,eng
"Me permitiría usar su teléfono, ¿por favor?",spa,0,0,0,0,0,0,0,0,0,spa
इस महीने दो हत्याएँ हुईं हैं।,hin,1,0,0,0,0,0,0,0,1,hin
उस मोटी औरत ने एक बंदर पकड़ा हुआ था।,hin,0,0,1,0,0,0,0,0,1,hin
¡¿Cómo que no sabes?!,spa,0,0,0,0,0,0,0,0,0,spa
"Viendo que no estás sorprendido, creo que debes estar al corriente.",spa,0,0,0,0,0,0,0,0,0,spa
वह संगीत का बहुत शौकीन है।,hin,0,0,0,0,0,0,0,0,0,hin
"Tras la comida, pedí que me dieran la cuenta.",spa,1,0,0,0,0,0,0,0,1,spa
¿Cómo has llegado a esta idea loca?,spa,0,0,1,0,0,1,0,0,1,spa
हमारी कल स्कूल की छुट्टी है।,hin,1,0,0,0,0,0,0,0,1,hin
तुमने मेरा कैमरा देखा क्या?,hin,1,0,0,0,0,0,0,0,1,hin
You are free to do as you please with your money.,eng,0,0,0,0,0,0,0,0,0,eng
有人死了的时候真是遗憾。,cmn,1,0,0,0,0,0,0,0,1,cmn
Life is beautiful.,eng,0,0,0,0,0,0,0,0,0,eng
How many sandwiches are there left?,eng,0,0,1,0,0,0,0,0,1,eng
"When you can't do what you want, you do what you can.",eng,0,0,0,0,0,0,0,0,0,eng
நீங்கள் எத்தனை வருடங்கள் அங்கே இருந்தீர்கள்?,tam,0,0,0,0,0,0,0,0,0,tam
他迟早会回来的。,cmn,0,0,0,0,0,0,0,0,0,cmn
这架飞机一次可以携带40名乘客。,cmn,0,0,0,0,0,0,0,0,0,cmn
You may laugh at me.,eng,0,0,0,0,0,0,0,0,0,eng
वह बीमारी की वजह से बाहर नहीं जा सका।,hin,1,0,0,0,0,0,0,0,1,hin
जो मरने वाले हैं वे तुम्हें सलाम करते हैं।,hin,1,0,0,0,0,0,0,0,1,hin
她对当下的流行很敏感。,cmn,0,0,0,0,0,0,0,0,0,cmn
நான் எதிர் காலத்தில் ஒரு விமானியாக விரும்புகிறேன்,tam,0,0,0,0,0,0,0,0,0,tam
El hombre ahogándose agarró fuerte la cuerda.,spa,0,0,1,0,0,0,0,0,1,spa
No maltrates a los animales.,spa,0,0,0,0,0,0,0,0,0,spa
那个男人，就是他的孩子很友好的那个.,cmn,0,0,1,0,0,0,0,0,1,cmn
You are guilty of murder.,eng,0,0,0,0,0,0,0,0,0,eng
¡¿Nunca tienes clases o qué?!,spa,0,0,0,0,0,0,0,0,0,spa
她在超市做秘书。,cmn,0,0,0,0,0,0,0,0,0,cmn
Cada persona es un mundo.,spa,0,0,0,0,0,0,0,0,0,spa
I'm crazy about you.,eng,0,0,1,0,0,1,0,0,1,eng
मैंने उसे बस में छोड़ दिया होगा।,hin,0,0,0,0,0,0,0,0,0,hin
Estoy casada y tengo dos niños.,spa,0,0,0,0,0,0,0,0,0,spa
¿Es una foto reciente?,spa,0,0,0,0,0,0,0,0,0,spa
It requires wisdom to understand wisdom: the music is nothing if the audience is deaf.,eng,1,0,0,0,0,0,0,0,1,eng
我叔叔住在学校附近。,cmn,0,0,0,0,0,0,0,0,0,cmn
我会不高兴，但我不会自杀。,cmn,1,0,0,0,0,0,0,0,1,cmn
"Si vuelves antes de las diez, puedes ir al baile.",spa,1,0,0,0,0,0,0,0,1,spa
目前我待在酒店。,cmn,0,0,0,0,0,0,0,0,0,cmn
他说他没有进房间，那是骗人的。,cmn,0,0,0,0,0,0,0,0,0,cmn
他每天早上都散步。,cmn,0,0,0,0,0,0,0,0,0,cmn
Realmente no tienes las prioridades correctas.,spa,0,0,0,0,0,0,0,0,0,spa
这是张舒服的椅子。,cmn,0,0,0,0,0,0,0,0,0,cmn
"सुबह की भागाभागी का समय बस शुरू होने ही वाला है, हमको जल्द ही चल पड़ेंना चाहिए, नहीं तो हम ट्रैफ़िक जाम में फँस जाएँगे।",hin,0,0,0,0,0,0,0,0,0,hin
这个诗人兼学者死了。,cmn,1,0,0,0,0,0,0,0,1,cmn
बाग के सारे फूल पानी की कमी की वजह से मर गए।,hin,1,0,0,0,0,0,0,0,1,hin
这件套衫不贵，它很便宜。,cmn,0,0,0,0,0,0,0,0,0,cmn
बरफ़ जैसा दिखता है।,hin,0,0,0,0,0,0,0,0,0,hin
வா எங்களுக்கு உதவி செய்,tam,0,0,0,0,0,0,0,0,0,tam
हर आदमी को खाना बनाना सीखना चाहिए।,hin,0,0,1,0,0,0,0,0,1,hin
很抱歉，我们不能接受你的要求。,cmn,0,0,0,0,0,0,0,0,0,cmn
वह भागते हुए आया।,hin,0,0,0,0,0,0,0,0,0,hin
“酒水免费吗？”“仅女士而已。”,cmn,0,0,0,0,0,0,0,0,0,cmn
"I'd be unhappy, but I wouldn't kill myself.",eng,1,0,0,0,0,0,0,0,1,eng
तुम ब्रिज पर खड़े हुए आदमी को जानते हो क्या?,hin,0,0,1,0,0,0,0,0,1,hin
"You are a busy man, so I will adjust myself to your schedule.",eng,0,0,1,0,0,0,0,0,1,eng
"You know the phrase, we reap what we sow. I have sown the wind and this is my storm.",eng,0,0,0,0,0,0,0,0,0,eng
हम धमाके से डर गए।,hin,0,0,0,0,0,0,0,0,0,hin
Ella dice ser la mujer más amable del mundo.,spa,0,0,1,0,0,0,0,0,1,spa
Los españoles tienen dos apellidos.,spa,0,0,0,0,0,0,0,0,0,spa
जॉर्ज बुश अमरीका का इकतालिसवा राष्ट्रपति है।,hin,1,0,0,0,0,0,0,0,1,hin
Verifica que tu usuario y contraseña estén escritos correctamente.,spa,0,0,0,0,0,0,0,0,0,spa
You're coming with us now.,eng,0,0,0,0,0,0,0,0,0,eng
मेने उसे नियम समझाया।,hin,0,0,0,0,0,0,0,0,0,hin
这个学校的学生很友好。,cmn,0,0,0,0,0,0,0,0,0,cmn
他一直很担心他的女儿。,cmn,0,0,0,0,0,0,0,0,0,cmn
I can't live without a TV.,eng,0,0,0,0,0,0,0,0,0,eng
Me pidieron algo para beber.,spa,1,0,0,0,0,0,0,0,1,spa
How long did you stay?,eng,0,0,0,0,0,0,0,0,0,eng
"Oh, I'm sorry.",eng,0,0,0,0,0,0,0,0,0,eng
तुम शायद सही हो।,hin,0,0,0,0,0,0,0,0,0,hin
I'm undressing.,eng,0,0,0,0,0,0,0,0,0,eng
"No pienso, luego no existo.",spa,0,0,0,0,0,0,0,0,0,spa
"If you're tired, why don't you go to sleep? ""Because if I go to sleep now I will wake up too early.""",eng,0,0,0,0,0,0,0,0,0,eng
आजकल अंग्रेज़ी अच्छे से बोलना जानना बहुत ज़रूरी है।,hin,0,0,0,0,0,0,0,0,0,hin
With so many people around he naturally became a bit nervous.,eng,0,0,1,0,0,0,0,0,1,eng
हमारी आज स्कूल से छुट्टी है।,hin,1,0,0,0,0,0,0,0,1,hin
கேளுங்கள்.,tam,0,0,0,0,0,0,0,0,0,tam
"With the heirless king going crazy and royal family poisoned, the general of the army finally had his chance to usurp the throne.",eng,0,0,1,0,0,1,0,0,1,eng
मैं ट्रेन से कोबे (सनव्हू) गया।,hin,0,0,0,0,0,0,0,0,0,hin
今天天气很好。,cmn,0,0,0,0,0,0,0,0,0,cmn
"Nuestra profesora es muy dura de cabeza, ¿o no?",spa,0,0,0,0,0,0,0,0,0,spa
El neumático tiene una fuga de aire.,spa,0,0,0,0,0,0,0,0,0,spa
Don't forget about us!,eng,0,0,0,0,0,0,0,0,0,eng
Tengo una cuenta pendiente contigo.,spa,1,0,0,0,0,0,0,0,1,spa
Ann在黑板上写了些什么。,cmn,0,0,0,0,0,0,0,0,0,cmn
"हाँ, हमारे मैनेजर हैं।",hin,1,0,0,0,0,0,0,0,1,hin
You must not rely upon such a man.,eng,0,0,1,0,0,0,0,0,1,eng
मुझे तुमको यह बात समझाना नामुमकिन है।,hin,0,0,0,0,0,0,0,0,0,hin
No tengo a nadie que viaje conmigo.,spa,1,0,0,0,0,0,0,0,1,spa
他的故事一部分是真的。,cmn,0,0,0,0,0,0,0,0,0,cmn
"You bought the food, so if I buy the wine that will even things up.",eng,0,0,0,0,0,0,0,0,0,eng
वह सुबह से रात तक काम करता रहा।,hin,0,0,0,0,0,0,0,0,0,hin
