text,language,original_language,violence,directed_vs_generalized,gender,race,national_origin,disability,religion,sexual_orientation,isHate
நீ பார்ப்பனன் ஆக இருக்கிறாய்,tam,tam,0,0,0,1,0,0,0,0,1
他為父親是偉大的科學家而感到自豪。,cmn,cmn,0,0,0,0,0,0,0,0,0
He perdido tu dirección de correo electrónico.,spa,spa,0,0,0,0,0,0,0,0,0
她是他的一切。,cmn,cmn,1,0,0,0,0,0,0,0,1
You insist upon our taking that course of action.,eng,eng,0,0,0,1,0,0,0,0,1
You are the wickedest witty person I know.,eng,eng,0,0,0,1,0,0,0,0,1
सुबह जल्दी उठना सेहत के लिए अच्छा होता है।,hin,hin,0,0,0,0,0,0,0,0,0
请把它充入我的账户。,cmn,cmn,0,0,0,0,0,0,0,0,0
他是个棒球手。,cmn,cmn,0,0,0,0,0,0,0,0,0
You haven't changed at all.,eng,eng,0,0,0,0,0,0,0,0,0
No debes creer lo que él te dice.,spa,spa,0,0,0,0,0,0,0,0,0
டோம் அழாமல் இருக்க முயன்றான்.,tam,tam,0,0,0,0,0,0,0,0,0
The holidays came to an end at last.,eng,eng,0,0,0,1,0,0,0,0,1
Nuestra obligación es mantener limpia la ciudad.,spa,spa,0,0,0,1,0,0,0,0,1
Censorious people delight in casting blame.,eng,eng,0,0,0,1,0,0,0,0,1
Este tren para en todas las estaciones.,spa,spa,0,0,0,1,0,0,0,0,1
"Mira, ahí tienes tu bolsa.",spa,spa,0,0,0,0,0,0,0,0,0
Esperemos aquí hasta que él aparezca.,spa,spa,0,0,0,1,0,0,0,0,1
"Back in high school, I got up at 6 a.m. every morning.",eng,eng,0,0,0,1,0,0,0,0,1
हमारे लिए एक-दूसरे को समझना बहुत ज़रूरी है।,hin,hin,1,0,0,0,0,0,0,0,1
是什么时候完成的？,cmn,cmn,0,0,0,0,0,0,0,0,0
They forgot to lock the door.,eng,eng,0,0,0,0,0,0,0,0,0
ऐसी चीज़ हर कहीं नहीं मिलती है।,hin,hin,0,0,0,0,0,0,0,0,0
要是我告诉你我所知的一切，你会被惊呆的。,cmn,cmn,1,0,0,0,0,0,0,0,1
तुम ब्राह्मण हो,hin,hin,0,0,0,1,0,0,0,0,1
"जब पापा घर वापस आए, मैं टीवी देख रहा था।",hin,hin,0,0,0,0,0,0,0,0,0
The sky is over our heads.,eng,eng,0,0,0,0,0,0,0,0,0
价钱是10年前的2倍。,cmn,cmn,0,0,0,0,0,0,0,0,0
We must learn to meet adversity gracefully.,eng,eng,0,0,0,1,0,0,0,0,1
數年過去了。,cmn,cmn,0,0,0,0,0,0,0,0,0
"If you study earnestly, you can expect to pass the exam.",eng,eng,0,0,0,1,0,0,0,0,1
Eres morir,spa,spa,1,0,0,0,0,0,0,0,1
उसने कहा कि वह खुश थी।,hin,hin,0,0,0,0,0,0,0,0,0
Su casa es fácil de encontrar.,spa,spa,0,0,0,0,0,0,0,0,0
他不再是以前的那个他了。,cmn,cmn,0,0,0,0,0,0,0,0,0
大家都想见到你，你太有名了！,cmn,cmn,0,0,0,0,0,0,0,0,0
昨天晚上下大雪了。,cmn,cmn,0,0,0,0,0,0,0,0,0
Mañana vuelve nuestro profesor a Inglaterra.,spa,spa,0,0,0,1,0,0,0,0,1
mujer desvergonzada hindú,spa,spa,0,0,1,0,0,0,1,0,1
estúpida estúpida sikh,spa,spa,0,0,1,1,0,1,1,0,1
除了胡萝卜，他没有什么是不吃的。,cmn,cmn,0,0,0,0,0,0,0,0,0
他毫无困难就找到了位子。,cmn,cmn,0,0,0,0,0,0,0,0,0
अंतर्राष्ट्रीय व्यापार मज़बूत अर्थव्यवस्था के लिए आवश्यक है।,hin,hin,0,0,0,0,0,0,0,0,0
You may use my new car.,eng,eng,0,0,0,0,0,0,0,0,0
实践和理论同样重要，但我们倾向于重视后者而忽略前者。,cmn,cmn,0,0,0,0,0,0,0,0,0
उस मोटी औरत ने एक बंदर पकड़ा हुआ था।,hin,hin,0,0,1,0,0,0,0,0,1
Ella lloró mientras leía la carta.,spa,spa,0,0,0,0,0,0,0,0,0
这个女孩没有母亲。,cmn,cmn,0,0,0,0,0,0,0,0,0
टॉम ने एक गहरी सांस छोड़ी।,hin,hin,0,0,0,0,0,0,0,0,0
Anne身上没什么钱。,cmn,cmn,0,0,0,0,0,0,0,0,0
他看上去是一个十足的绅士。,cmn,cmn,0,0,0,0,0,0,0,0,0
முத்தம் தா.,tam,tam,0,0,0,0,0,0,0,0,0
7有时候被认为是一个幸运数字。,cmn,cmn,0,0,0,0,0,0,0,0,0
你是一个ST,cmn,cmn,0,0,0,1,0,0,0,0,1
எனக்கு மஞ்சள் பிடிக்கும்.,tam,tam,0,0,0,0,0,0,0,0,0
Él ha perdido su reputación.,spa,spa,0,0,1,0,0,0,0,0,1
"Él estaba en su casa de Cambridge, en Inglaterra.",spa,spa,0,0,0,1,0,0,0,0,1
她住在罗素广场56号。,cmn,cmn,0,0,0,0,0,0,0,0,0
तुम्हें दर्द सहना ही पड़ेगा।,hin,hin,0,0,0,0,0,0,0,0,0
It is regrettable that you did not start earlier.,eng,eng,0,0,0,1,0,0,0,0,1
तुम्हें चीन का कौनसा क्षेत्र सबसे ज़्यादा पसंद आया?,hin,hin,0,0,0,0,0,0,0,0,0
It's been ten years since we last met.,eng,eng,0,0,0,1,0,0,0,0,1
"टीवी समाचार के मुताबिक, भारत में विमान दुर्घटना हुई है।",hin,hin,0,0,0,0,0,0,0,0,0
他把书放在了桌上。,cmn,cmn,0,0,0,0,0,0,0,0,0
En realidad él no era un completo desconocido.,spa,spa,0,0,0,1,0,0,0,0,1
总有一些东西我永远不能学会，我的生命不是永恒的！,cmn,cmn,0,0,0,0,0,0,0,0,0
¿Qué te recuerda ver este sombrero?,spa,spa,0,0,0,1,0,0,0,0,1
他接手了他父亲的公司。,cmn,cmn,0,0,0,0,0,0,0,0,0
Where did you go last Sunday?,eng,eng,0,0,0,1,0,0,0,0,1
"Me permitiría usar su teléfono, ¿por favor?",spa,spa,0,0,0,0,0,0,0,0,0
"It is inevitable that I go to France someday, I just don't know when.",eng,eng,0,0,0,1,0,0,0,0,1
Someday I'll run like the wind.,eng,eng,0,0,0,0,0,0,0,0,0
It's lonely in the saddle since the horse died.,eng,eng,1,0,0,0,0,0,0,0,1
मेरी माँ ने मुझसे घास काटने के लिए कहा।,hin,hin,1,0,0,0,0,0,0,0,1
You will find this in a hardware store.,eng,eng,0,0,0,1,0,0,0,0,1
大厅用日本画做装饰。,cmn,cmn,0,0,0,0,0,0,0,0,0
A este equipo lo dirige un buen entrenador.,spa,spa,0,0,0,1,0,0,0,0,1
तुम उस ड्रेस में अच्छी लगती हो।,hin,hin,0,0,0,0,0,0,0,0,0
就像你们知道的那样，毅力是成功的关键。,cmn,cmn,0,0,0,0,0,0,0,0,0
真是个好主意！,cmn,cmn,0,0,0,0,0,0,0,0,0
कृपया पाँच मिनट इंतेज़ार करें।,hin,hin,0,0,0,0,0,0,0,0,0
No pienso dejarla que vaya allí.,spa,spa,0,0,0,0,0,0,0,0,0
La leche se procesa para hacer mantequilla o queso.,spa,spa,0,0,0,0,0,0,0,0,0
வணக்கம்.,tam,tam,0,0,0,0,0,0,0,0,0
मेरे साथ डान्स करना चाहती हो क्या?,hin,hin,0,0,0,0,0,0,0,0,0
No es mi tipo.,spa,spa,0,0,0,0,0,0,0,0,0
हाथ ऊपर करो!,hin,hin,0,0,0,0,0,0,0,0,0
你在说我吗？,cmn,cmn,0,0,0,0,0,0,0,0,0
आग जलाती है।,hin,hin,0,0,0,0,0,0,0,0,0
操你妈！,cmn,cmn,0,0,0,0,0,0,0,0,0
Llovió durante tres días seguidos.,spa,spa,0,0,0,0,0,0,0,0,0
I'm glad to hear of your success.,eng,eng,0,0,0,0,0,0,0,0,0
慢慢来，不然你可能会出错的。,cmn,cmn,0,0,0,0,0,0,0,0,0
女人 死 穆斯林,cmn,cmn,1,0,1,0,0,0,1,0,1
Él regresó enseguida.,spa,spa,0,0,0,0,0,0,0,0,0
"Cada vez que leo este libro, recuerdo los días pasados.",spa,spa,0,0,0,1,0,0,0,0,1
Me irrito mucho con el ruido de la vida en la ciudad.,spa,spa,0,0,0,0,0,0,0,0,0
Mi hermano mayor dice no temer la oscuridad.,spa,spa,0,0,0,1,0,0,0,0,1
बड़ा वाला है।,hin,hin,0,0,0,0,0,0,0,0,0
You'll get a reward for your cooperation.,eng,eng,0,0,0,0,0,0,0,0,0
You should have listened to me.,eng,eng,0,0,0,1,0,0,0,0,1
Tengo un amigo cuyo padre es veterinario.,spa,spa,0,0,0,0,0,0,0,0,0
小車比大車經濟。,cmn,cmn,0,0,0,0,0,0,0,0,0
लगातार तीन दिनों से बारिश हो रही है।,hin,hin,0,0,0,0,0,0,0,0,0
तुम बेवकूफ हो,hin,hin,0,0,1,0,0,1,0,0,1
Can you break away from your parents?,eng,eng,0,0,0,0,0,0,0,0,0
Es una pena que algunas personas mueran de hambre incluso en medio de la abundancia.,spa,spa,0,0,0,0,0,0,0,0,0
我不同意她一个人去那儿。,cmn,cmn,0,0,0,0,0,0,0,0,0
"If I showed you my house, my neighborhood back then, would you understand where I am from?",eng,eng,0,0,0,1,0,0,0,0,1
मैं बस चाहता हूं कि तुम ख़ुश रहो।,hin,hin,0,0,0,0,0,0,0,0,0
यह वह किताब है जिसके बारे में मैंने तुम्हें बताया था।,hin,hin,0,0,0,0,0,0,0,0,0
La vida es sufrimiento.,spa,spa,0,0,0,0,0,0,0,0,0
It is time you went to school.,eng,eng,0,0,0,1,0,0,0,0,1
Don't you like apples?,eng,eng,0,0,0,0,0,0,0,0,0
他仍是個商業新手。,cmn,cmn,0,0,0,0,0,0,0,0,0
நீ இந்து ஆக இருக்கிறாய்,tam,tam,0,0,0,0,0,0,1,0,1
You had better not have gone there.,eng,eng,0,0,0,0,0,0,0,0,0
Her eyes become round in surprise.,eng,eng,0,0,0,0,0,0,0,0,0
冷靜！,cmn,cmn,0,0,0,0,0,0,0,0,0
Fuimos al río de acampada.,spa,spa,0,0,0,0,0,0,0,0,0
事故发生在前天。,cmn,cmn,0,0,0,0,0,0,0,0,0
What do you need the money for?,eng,eng,0,0,0,0,0,0,0,0,0
我們花一萬二千元買了這輛車。,cmn,cmn,0,0,0,0,0,0,0,0,0
把问题澄清一下。,cmn,cmn,0,0,0,0,0,0,0,0,0
这是不是意味着你不会来了？,cmn,cmn,0,0,0,0,0,0,0,0,0
El axioma de Cole: La suma de la inteligencia de la humanidad es constante; la población crece.,spa,spa,0,0,0,1,0,0,0,0,1
This will be a good souvenir of my trip around the United States.,eng,eng,0,0,0,1,0,0,0,0,1
बात यह है के मैंने तेरा साल की उम्र में ही पाठशाला छोड़ दी।,hin,hin,0,0,0,0,0,0,0,0,0
Algún día mi sueño se hará realidad.,spa,spa,0,0,0,0,0,0,0,0,0
Tomé una decisión.,spa,spa,0,0,0,0,0,0,0,0,0
I will forgive him out of consideration.,eng,eng,0,0,0,0,0,0,0,0,0
"La central de IBM está en Armonk, en el estado de Nueva York.",spa,spa,0,0,0,1,0,0,0,0,1
"Having been written in haste, the book has a lot of errors.",eng,eng,0,0,0,1,0,0,0,0,1
"Communism was the political system in the Union of Soviet Socialist Republics, but that stopped in 1993.",eng,eng,0,0,0,1,0,0,0,0,1
Eso no va a cambiar nada.,spa,spa,0,0,0,0,0,0,0,0,0
You may be late for school.,eng,eng,0,0,0,1,0,0,0,0,1
¿Qué te mantiene despierto hasta tan tarde?,spa,spa,0,0,0,1,0,0,0,0,1
The closing of school was due to the heavy snow.,eng,eng,0,0,0,1,0,0,0,0,1
मैं कहाँ तक पहुँच गया हूँ?,hin,hin,0,0,0,0,0,0,0,0,0
वे मेरे कमरे में आए।,hin,hin,1,0,0,0,0,0,0,0,1
அவனிடம் நிறைய பணமிருக்கிறது,tam,tam,0,0,0,0,0,0,0,0,0
他胡亂把書本放在架上。,cmn,cmn,0,0,0,0,0,0,0,0,0
啊，我认识这个男人！,cmn,cmn,0,0,1,0,0,0,0,0,1
¿Puedo verle esta noche?,spa,spa,0,0,0,1,0,0,0,0,1
I'll help you so long as you do your best.,eng,eng,0,0,0,1,0,0,0,0,1
क्या तुम कुछ खाना चाहोगी?,hin,hin,0,0,0,0,0,0,0,0,0
我偶然碰到了她。,cmn,cmn,0,0,0,0,0,0,0,0,0
我的家在那座城市的郊外.,cmn,cmn,0,0,0,0,0,0,0,0,0
It is out of the question for you to go to New York this weekend.,eng,eng,0,0,0,1,0,0,0,0,1
男人 打 印度教,cmn,cmn,1,0,1,0,0,0,1,0,1
Me gusta más la carne que el pescado.,spa,spa,0,0,0,1,0,0,0,0,1
I'm certain of your success.,eng,eng,0,0,0,0,0,0,0,0,0
I have no interest in putting my money into your dreams.,eng,eng,0,0,0,1,0,0,0,0,1
有人能发这个词的音吗？,cmn,cmn,0,0,0,0,0,0,0,0,0
We will exempt you from attending.,eng,eng,0,0,0,0,0,0,0,0,0
"I don't know how to demonstrate it, since it's too obvious!",eng,eng,0,0,0,1,0,0,0,0,1
Honesty seems to be rather at a discount today.,eng,eng,0,0,0,1,0,0,0,0,1
"Admitting what you say, I still think you are wrong.",eng,eng,0,0,0,1,0,0,0,0,1
अक्सर कहा जाता है कि किसी भी विदेशी भाषा को सीखने का सबसे अच्छा तरीका उस देश में जाकर रहना होता है।,hin,hin,0,0,0,0,0,0,0,0,0
"Las niñas no estaban asustadas, pero sí los niños.",spa,spa,0,0,0,1,0,0,0,0,1
मुझे अपनी एक अटैची मिल नहीं रही है।,hin,hin,0,0,0,0,0,0,0,0,0
"Cuando llegue el momento, házmelo saber sin falta.",spa,spa,0,0,0,0,0,0,0,0,0
Haven't we met somewhere before? asked the student.,eng,eng,0,0,0,1,0,0,0,0,1
आप भींची मुट्ठी से हाथ नहीं मिला सकते।,hin,hin,0,0,0,0,0,0,0,0,0
你是一个无耻,cmn,cmn,0,0,1,0,0,0,0,0,1
Cuidado con los carteristas.,spa,spa,0,0,0,1,0,0,0,0,1
आप कहाँ बैठना चाहेंगे?,hin,hin,0,0,0,0,0,0,0,0,0
एक अजीब आदमी हमारे सामने आया।,hin,hin,1,0,1,0,0,0,0,0,1
受傷者被運離現場。,cmn,cmn,0,0,0,0,0,0,0,0,0
"इस बात को क्योंकि केवल एक ही इनसान जानता है, यह बहुत महत्वपूर्ण नहीं है।",hin,hin,0,0,0,0,0,0,0,0,0
थोड़ी शक़्क़र और मलाई डालो।,hin,hin,0,0,0,0,0,0,0,0,0
"Once you begin, you must continue.",eng,eng,0,0,0,1,0,0,0,0,1
"Hay a quienes les gusta el béisbol, y a quienes les gusta el fútbol.",spa,spa,0,0,0,1,0,0,0,0,1
你真冷酷無情。,cmn,cmn,0,0,0,0,0,0,0,0,0
Suelo oírla tocar el piano.,spa,spa,0,0,0,0,0,0,0,0,0
Está hecha la reserva.,spa,spa,0,0,0,1,0,0,0,0,1
Hay 10 tipos de personas en el mundo: las que entienden binario y las que no.,spa,spa,0,0,0,0,0,0,0,0,0
How could I be a robot? Robots don't dream.,eng,eng,0,0,0,0,0,0,0,0,0
El ayuntamiento está delante de tus narices.,spa,spa,0,0,0,1,0,0,0,0,1
The number of Japanese students returning after life abroad has been increasing as of late.,eng,eng,0,0,0,1,0,0,0,0,1
你儿子长大了想做什么？,cmn,cmn,0,0,0,0,0,0,0,0,0
Se acostumbraron uno al otro bastante pronto.,spa,spa,0,0,0,1,0,0,0,0,1
You shouldn't talk back like that.,eng,eng,0,0,0,0,0,0,0,0,0
我肯定你会喜欢我们今晚的菜肴。,cmn,cmn,0,0,0,0,0,0,0,0,0
Nick es muy bueno hablando el portugués. Eso es porque lo ha estudiado por 5 años.,spa,spa,0,0,0,1,0,0,0,0,1
El comunismo nunca será alcanzado mientras yo viva.,spa,spa,0,0,0,0,0,0,0,0,0
Thanks for having explained to me at last why people take me for an idiot.,eng,eng,0,0,0,1,0,0,0,0,1
मेरा नाम सूची में नहीं आया।,hin,hin,0,0,0,0,0,0,0,0,0
兩個答案都正確。,cmn,cmn,0,0,0,0,0,0,0,0,0
कल वह चाँद पर उतरेगा।,hin,hin,0,0,0,0,0,0,0,0,0
"Para final de este mes, el número de personas que trabajan en la ciudad superará las 1000.",spa,spa,0,0,0,1,0,0,0,0,1
You have many caring friends.,eng,eng,0,0,1,0,0,0,0,0,1
Él está acostumbrado a hablar en público.,spa,spa,0,0,0,1,0,0,0,0,1
Su destino está escrito.,spa,spa,0,0,0,1,0,0,0,0,1
"Al estar la calle mojada, está claro que los coches derraparían.",spa,spa,0,0,0,1,0,0,0,0,1
We'll start whenever you are ready.,eng,eng,0,0,0,1,0,0,0,0,1
Don't underestimate my power.,eng,eng,0,0,0,1,0,0,0,0,1
He acted as a guide while I was staying in Kyoto.,eng,eng,0,0,0,1,0,0,0,0,1
Esta casa tiene cimientos firmes.,spa,spa,0,0,0,1,0,0,0,0,1
If only you had told me the whole story at that time!,eng,eng,0,0,0,1,0,0,0,0,1
"लो, क्रिस आ गए।",hin,hin,0,0,0,0,0,0,0,0,0
तुम नसीब वालो हो जिसके इतना प्यार करने वाले माँ-बाप हैं।,hin,hin,0,0,0,0,0,0,0,0,0
我不知道我能信任他们到什么程度。,cmn,cmn,0,0,0,0,0,0,0,0,0
The bank is three blocks away.,eng,eng,0,0,0,0,0,0,0,0,0
I'm afraid you have to work overtime.,eng,eng,0,0,0,0,0,0,0,0,0
चोट अभी पूरी तरह से ठीक नहीं हुई है।,hin,hin,0,0,0,0,0,0,0,0,0
A ella le comenzó a gustar esa casa.,spa,spa,0,0,0,1,0,0,0,0,1
Ella se parece tremendamente a su madre.,spa,spa,0,0,0,0,0,0,0,0,0
"He visto a ese hombre antes, a menos que me equivoque.",spa,spa,0,0,1,1,0,0,0,0,1
我没有拜访他，因为我感冒了。,cmn,cmn,0,0,0,0,0,0,0,0,0
¿Esto está fabricado en Suiza?,spa,spa,0,0,0,1,0,0,0,0,1
मेरी बीवी ने अभी-अभी मेज़ को साफ़ किया है।,hin,hin,0,0,0,0,0,0,0,0,0
我們實行了那個計劃。,cmn,cmn,0,0,0,0,0,0,0,0,0
Ella parece poseída por un espíritu maligno.,spa,spa,0,0,0,0,0,0,0,0,0
英语是当今世界上一种非常重要的语言。,cmn,cmn,0,0,0,0,0,0,0,0,0
No hables con la boca llena.,spa,spa,0,0,0,0,0,0,0,0,0
You could have done it.,eng,eng,0,0,0,0,0,0,0,0,0
हमने बड़ी मौज करी।,hin,hin,0,0,0,0,0,0,0,0,0
मैंने रात का खाना पकाया।,hin,hin,0,0,0,0,0,0,0,0,0
आप ये किताबें पुस्तकालय से एक हफ़्ते के लिए ले सकते हैं।,hin,hin,0,0,0,0,0,0,0,0,0
वह बीमार नहीं हो सकता।,hin,hin,1,0,0,0,0,0,0,0,1
Si tenéis alguna pregunta alzad la mano derecha.,spa,spa,0,0,0,0,0,0,0,0,0
You must not come in.,eng,eng,0,0,0,1,0,0,0,0,1
तुम गोरा हो,hin,hin,0,0,0,1,0,0,0,0,1
You should apply for that post.,eng,eng,0,0,0,1,0,0,0,0,1
据说这个区域埋着财宝。,cmn,cmn,0,0,0,0,0,0,0,0,0
You are too ready to speak ill of others.,eng,eng,0,0,0,0,0,0,0,0,0
La fiesta de cumpleaños de ella se celebra mañana por la noche.,spa,spa,0,0,0,1,0,0,0,0,1
Class doesn't begin until eight-thirty.,eng,eng,0,0,0,0,0,0,0,0,0
別為了這樣的小事麻煩你父母。,cmn,cmn,0,0,0,0,0,0,0,0,0
La corriente llega hasta el estanque.,spa,spa,0,0,0,1,0,0,0,0,1
"If it had not been for your support, he would have failed in business.",eng,eng,0,0,0,0,0,0,0,0,0
The express train does not stop between Shibuya and Naka-Meguro.,eng,eng,0,0,0,1,0,0,0,0,1
你不能漠視你的責任。,cmn,cmn,0,0,0,0,0,0,0,0,0
"Who searches, finds.",eng,eng,0,0,0,0,0,0,0,0,0
जापानी दिन में कम-से-कम एक बार चावल खाते है।,hin,hin,0,0,0,0,0,0,0,0,0
Bajamos en el ascensor.,spa,spa,0,0,0,1,0,0,0,0,1
Él observaba desde lejos.,spa,spa,0,0,0,0,0,0,0,0,0
Tom昨天看了电视。,cmn,cmn,0,0,0,0,0,0,0,0,0
It is said that there will be a big earthquake in the near future.,eng,eng,0,0,0,0,0,0,0,0,0
"आप वास्तविकता से अपनी आंखे मूंद सकते हैं, मगर स्मृतियों से नहीं।",hin,hin,0,0,0,0,0,0,0,0,0
¿Qué diantres pretenderá él?,spa,spa,0,0,0,0,0,0,0,0,0
El pronóstico del tiempo acertó hoy.,spa,spa,0,0,0,1,0,0,0,0,1
He's Argentinean and he gives tennis lessons.,eng,eng,0,0,0,0,0,0,0,0,0
यह तो बहुत ही अच्छा सुझाव है।,hin,hin,0,0,0,0,0,0,0,0,0
bad bad hindu,eng,eng,0,0,1,0,0,0,1,0,1
Él está cautivado por ese libro.,spa,spa,0,0,0,1,0,0,0,0,1
स्वीडन की जनसंख्या बढ़ रही है।,hin,hin,0,0,0,0,0,0,0,0,0
Keep your classroom clean.,eng,eng,0,0,0,0,0,0,0,0,0
How much money do you want?,eng,eng,0,0,0,0,0,0,0,0,0
他把蒼蠅拍走了。,cmn,cmn,0,0,0,0,0,0,0,0,0
நான் ஆடை அணிய வேண்டும்,tam,tam,0,0,0,0,0,0,0,0,0
这只狗看上去饿了。,cmn,cmn,0,0,0,0,0,0,0,0,0
उसकी बात कुछ ही लोगों ने सुनी।,hin,hin,0,0,0,0,0,0,0,0,0
There are merits and demerits to both your opinions so I'm not going to decide right away which to support.,eng,eng,0,0,0,0,0,0,0,0,0
Necesito hacerte una pregunta tonta.,spa,spa,0,0,0,0,0,0,0,0,0
我们毫不费力地想出了密码。,cmn,cmn,0,0,0,0,0,0,0,0,0
我有必要向他解释原因吗？,cmn,cmn,0,0,0,0,0,0,0,0,0
भारत का स्वतंत्रता दिवस पंद्रह अगस्त को मनाया जाता है।,hin,hin,0,0,0,0,0,0,0,0,0
Este es un libro tremendamente viejo.,spa,spa,0,0,0,1,0,0,0,0,1
This knife was very useful to me.,eng,eng,0,0,0,0,0,0,0,0,0
Were you to take it back?,eng,eng,0,0,0,0,0,0,0,0,0
你上班迟到了。,cmn,cmn,0,0,0,0,0,0,0,0,0
大家去工作吧。,cmn,cmn,0,0,0,0,0,0,0,0,0
"ஹி இன்ச்சி நா யா நானி ? நி யங்கு, யங்கு, யங்கு!(யாருடைய நிலம் இது ?இது என்னுடையது, என்னுடையது, என்னுடையது!) என்று ஆண் சிங்கம் கர்ச்சிப்பதாக ஆப்பிரிக்க மக்களிடையே பேச்சு உள்ளது.",tam,tam,0,0,1,0,0,0,0,0,1
Sidney está lejos de aquí.,spa,spa,0,0,0,1,0,0,0,0,1
मैं दोपहर बारह बजे खाना खाता हूँ।,hin,hin,0,0,0,0,0,0,0,0,0
她是个狡猾的骗子。,cmn,cmn,0,0,0,0,0,0,0,0,0
"जब मैं इस तस्वीर को देखती हूं, मुझें मेरे परिवार की याद आती है।",hin,hin,0,0,0,0,0,0,0,0,0
我已经看过这部电影了。,cmn,cmn,0,0,0,0,0,0,0,0,0
放下所有武器。,cmn,cmn,0,0,0,0,0,0,0,0,0
वे गे हैं।,hin,hin,0,0,0,0,0,0,0,0,0
Las lágrimas resbalaron por las mejillas de ella.,spa,spa,0,0,0,0,0,0,0,0,0
शुरू कब होता है?,hin,hin,0,0,0,0,0,0,0,0,0
"Tomorrow, he will land on the moon.",eng,eng,0,0,0,0,0,0,0,0,0
Me sorprende constantemente lo estúpido que puede ser.,spa,spa,0,0,0,1,0,0,0,0,1
他半夜打了个电话给我。,cmn,cmn,1,0,0,0,0,0,0,0,1
मुझे एक दिन में काम खतम करना नामुमकिन लगा।,hin,hin,0,0,1,0,0,0,0,0,1
那就表示有問題...,cmn,cmn,0,0,0,0,0,0,0,0,0
Please will you close the door when you go out.,eng,eng,0,0,0,0,0,0,0,0,0
Este diccionario me es de muchísima utilidad.,spa,spa,0,0,0,1,0,0,0,0,1
Me tomó más de dos horas traducir unas pocas páginas en inglés.,spa,spa,0,0,0,0,0,0,0,0,0
男人 杀 穆斯林,cmn,cmn,1,0,1,0,0,0,1,0,1
你喝點甚麼嗎？,cmn,cmn,0,0,0,0,0,0,0,0,0
El comité se compone de 15 miembros.,spa,spa,0,0,0,0,0,0,0,0,0
"While I understand what you say, I can't agree with you.",eng,eng,0,0,0,1,0,0,0,0,1
我相信她信上写的东西。,cmn,cmn,0,0,0,0,0,0,0,0,0
"Más que inteligente, él es listo.",spa,spa,0,0,0,1,0,0,0,0,1
他把他的错误归咎于坏运气。,cmn,cmn,0,0,1,0,0,0,0,0,1
Él iba antes a la empresa caminando.,spa,spa,0,0,0,0,0,0,0,0,0
उसकी नई टोपी उसपर जँचती है।,hin,hin,0,0,0,0,0,0,0,0,0
Esta medicina te hará bien.,spa,spa,0,0,0,1,0,0,0,0,1
I'll phone you as soon as I get to the airport.,eng,eng,0,0,0,0,0,0,0,0,0
他觉得最终遇到了一个和他旗鼓相当的对手。,cmn,cmn,0,0,0,0,0,0,0,0,0
Ken抱怨头痛。,cmn,cmn,0,0,0,0,0,0,0,0,0
"Si se resfría, tome mucho reposo.",spa,spa,0,0,0,0,0,0,0,0,0
Milk is made into butter.,eng,eng,0,0,0,0,0,0,0,0,0
Eso es lo único que puedo decir por el momento.,spa,spa,0,0,0,0,0,0,0,0,0
पत्थर मत फेंको।,hin,hin,0,0,0,0,0,0,0,0,0
Me encontré con él por casualidad en la ciudad.,spa,spa,0,0,0,0,0,0,0,0,0
वे दोनों अच्छे अध्यापक हैं।,hin,hin,0,0,0,0,0,0,0,0,0
Esta roca tiene forma de animal.,spa,spa,0,0,0,1,0,0,0,0,1
¿Dónde está la secretaría de la universidad?,spa,spa,0,0,0,1,0,0,0,0,1
他從心底笑了出來。,cmn,cmn,0,0,0,0,0,0,0,0,0
तुम ईसाई हो,hin,hin,0,0,0,0,0,0,1,0,1
Mi padre se va recuperando de a poco.,spa,spa,0,0,0,0,0,0,0,0,0
You should try to cut your way.,eng,eng,1,0,0,0,0,0,0,0,1
Bill Clinton spoke in ambiguous language when asked to describe his relationship with Monica Lewinsky.,eng,eng,0,0,0,1,0,0,0,0,1
我去飞机场为他送行了。,cmn,cmn,0,0,0,0,0,0,0,0,0
Ella no está consciente de su pecado.,spa,spa,0,0,0,1,0,0,0,0,1
现在他应该已经到了。,cmn,cmn,0,0,0,0,0,0,0,0,0
नॅन्सी ने कभी भी विशालकाय पांडा नहीं देखा था।,hin,hin,0,0,0,0,0,0,0,0,0
उसके नाना की उम्र क्या होनी चाहिए?,hin,hin,0,0,0,0,0,0,0,0,0
岸边开满了鲜花。,cmn,cmn,0,0,0,0,0,0,0,0,0
stupid kill muslim,eng,eng,1,0,1,1,0,1,1,0,1
Where are the showers?,eng,eng,0,0,0,0,0,0,0,0,0
हम अकसर दूसरों के सामने अपने ख़यालों को छुपाते हैं।,hin,hin,0,0,0,0,0,0,0,0,0
सीढ़ी को दीवार के साथ खड़ा करो।,hin,hin,0,0,0,0,0,0,0,0,0
Ella solía rezar antes de acostarse.,spa,spa,0,0,0,1,0,0,0,0,1
मेज़ पर किताब है।,hin,hin,0,0,0,0,0,0,0,0,0
"Apart from the plot, the book interested me.",eng,eng,0,0,0,1,0,0,0,0,1
A gigantic bird came flying toward him.,eng,eng,0,0,0,0,0,0,0,0,0
我能借用你的剪刀吗？,cmn,cmn,0,0,0,0,0,0,0,0,0
நீ இந்து ஆக இருக்கிறாய்,tam,tam,0,0,0,0,0,0,1,0,1
Life is a fatal sexually transmitted disease.,eng,eng,0,0,1,0,0,0,0,0,1
A esta hora hay un tráfico increíble.,spa,spa,0,0,0,1,0,0,0,0,1
